dataset,channel_set,group,task,Method,seed,kind,variant,Acc,Macro_F1,E_F1,M_F1,L_F1,M_Pre,M_Rec,stages_present,M_to_E,M_to_L,n_middle_true,Rev,Jump,Smooth,q_MAE,q_RMSE,q_R2,Spearman,Pearson,q_Smooth,oracle_wear_reference
mendeley,primary,cross_machine_dual,D1-M,B4,52,baseline,b4,0.4240687679083094,0.3847016576752211,0.6051282051282051,0.288107202680067,0.2608695652173913,0.3202979515828678,0.2617960426179604,"early,middle,late",0.6575342465753424,0.0806697108066971,657,84,21,0.1741000734806634,,,,,,,False
mendeley,primary,cross_machine_dual,D1-M,B5,52,baseline,b5,0.4779369627507163,0.4356839097666816,0.6986301369863014,0.4635352286773795,0.1448863636363636,0.3902185223725286,0.5707762557077626,"early,middle,late",0.3302891933028919,0.0989345509893455,657,93,6,0.0954477611940298,,,,,,,False
mendeley,primary,cross_machine_dual,D1-M,B6,52,baseline,b6,0.495702005730659,0.4792113479275603,0.6284501061571125,0.5589142504626774,0.250269687162891,0.4699170124481328,0.6894977168949772,"early,middle,late",0.1461187214611872,0.1643835616438356,657,100,61,0.2138246298948289,,,,,,,False
mendeley,primary,cross_machine_dual,D1-M,B11,62,baseline,raw,0.4401146131805157,0.4266234553837193,0.6179507545671168,0.1955896452540748,0.4663299663299663,0.2642487046632124,0.1552511415525114,"early,middle,late",0.5220700152207002,0.3226788432267884,657,38,24,0.0775925142778051,0.1710856001372838,0.2243551646838103,-0.0008277153726041,0.4779224967492687,0.3902905783440602,0.0113760445408103,
mendeley,primary,cross_machine_dual,D1-M,B12,62,proposed,final,0.4636103151862464,0.4663288686117032,0.6255430060816681,0.3403225806451613,0.4331210191082802,0.3619210977701543,0.3211567732115677,"early,middle,late",0.4185692541856925,0.2602739726027397,657,29,3,0.0622948446255972,0.1710856001372838,0.2243551646838103,-0.0008277153726041,0.4779224967492687,0.3902905783440602,0.0113760445408103,
mendeley,primary,cross_machine_dual,D1-M,B7,62,baseline,b7,0.5300859598853869,0.5045256071618515,0.7002967359050445,0.2165474974463738,0.5967325881341359,0.3291925465838509,0.1613394216133942,"early,middle,late",0.5342465753424658,0.30441400304414,657,27,29,0.0650709716932919,,,,,,,
mendeley,primary,cross_machine_dual,D1-M,B8,62,baseline,b8,0.532378223495702,0.5195623707999846,0.6672283066554339,0.3306122448979592,0.5608465608465608,0.5015479876160991,0.2465753424657534,"early,middle,late",0.3576864535768645,0.395738203957382,657,62,62,0.1337026092345009,,,,,,,
mendeley,primary,cross_machine_dual,D1-M,B9,62,baseline,b9,0.4893982808022922,0.4547796250789679,0.6255506607929515,0.1383783783783783,0.6004098360655737,0.2388059701492537,0.0974124809741248,"early,middle,late",0.7625570776255708,0.1400304414003044,657,26,21,0.0522709958998825,,,,,,,
mendeley,primary,cross_machine_dual,D1-M,B10,62,baseline,b10,0.4332378223495702,0.392246719502246,0.6021634615384616,0.1049317943336831,0.4696449026345933,0.1689189189189189,0.076103500761035,"early,middle,late",0.8006088280060882,0.1232876712328767,657,27,0,0.043954434180707,,,,,,,
mendeley,primary,cross_machine_dual,D1-M,B1,62,baseline,b1,0.8796561604584527,0.8817665244449646,0.9036027263875364,0.8367346938775511,0.9049621530698064,0.8638573743922204,0.8112633181126332,"early,middle,late",0.091324200913242,0.0974124809741248,657,0,0,0.0068886337543053,,,,,,,True
